siteid,latitude_x,longitude_x,target_siteid,tos_field_ph,shire,stationCode,stationName,latitude_y,longitude_y,dateTime,rainfall.yearToDate
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
